date,^GSPC,AAPL,MSFT,GOOG,GOOGL,AMZN,NVDA,TSLA,META,BRK-B,V
2020-04-15,2783.360107421875,71.10749816894531,171.8800048828125,63.12350082397461,62.8650016784668,115.38400268554688,70.20999908447266,48.65533447265625,176.97000122070312,188.57000732421875,165.9600067138672
2020-04-16,2799.550048828125,71.67250061035156,177.0399932861328,63.173500061035156,62.871498107910156,120.40950012207031,73.67500305175781,49.680667877197266,176.25,187.9600067138672,162.4199981689453
2020-04-17,2874.56005859375,70.69999694824219,178.60000610351562,64.1624984741211,63.95000076293945,118.75,73.08000183105469,50.259334564208984,179.24000549316406,191.1999969482422,169.5399932861328
2020-04-20,2823.159912109375,69.23249816894531,175.05999755859375,63.330501556396484,63.057498931884766,119.68049621582031,71.76249694824219,49.75733184814453,178.24000549316406,188.75,164.22000122070312
2020-04-21,2736.56005859375,67.09249877929688,167.82000732421875,60.81700134277344,60.608001708984375,116.40599822998047,67.37750244140625,45.781333923339844,170.8000030517578,183.47999572753906,160.52999877929688
2020-04-22,2799.31005859375,69.0250015258789,173.52000427246094,63.160499572753906,62.920501708984375,118.17449951171875,71.5374984741211,48.807334899902344,182.27999877929688,186.5800018310547,166.58999633789062
2020-04-23,2797.800048828125,68.75749969482422,171.4199981689453,63.81549835205078,63.55849838256836,119.97250366210938,71.00250244140625,47.04199981689453,185.1300048828125,185.6300048828125,166.3800048828125
2020-04-24,2836.739990234375,70.74250030517578,174.5500030517578,63.96549987792969,63.83000183105469,120.51100158691406,72.39749908447266,48.34333419799805,190.07000732421875,186.52000427246094,167.32000732421875
2020-04-27,2878.47998046875,70.7925033569336,174.0500030517578,63.79399871826172,63.542999267578125,118.80000305175781,74.2699966430664,53.25,187.5,187.4600067138672,171.75999450683594
2020-04-28,2863.389892578125,69.6449966430664,169.80999755859375,61.68349838256836,61.62950134277344,115.7040023803711,72.83999633789062,51.27466583251953,182.91000366210938,187.1199951171875,171.25
2020-04-29,2939.510009765625,71.93250274658203,177.42999267578125,67.0739974975586,67.10900115966797,118.635498046875,74.61499786376953,53.367332458496094,194.19000244140625,189.61000061035156,181.7899932861328
2020-04-30,2912.429931640625,73.44999694824219,179.2100067138672,67.43299865722656,67.33499908447266,123.69999694824219,73.06999969482422,52.12533187866211,204.7100067138672,187.36000061035156,178.72000122070312
2020-05-01,2830.7099609375,72.26750183105469,174.57000732421875,66.03050231933594,65.86599731445312,114.302001953125,70.69499969482422,46.75466537475586,202.27000427246094,182.6699981689453,175.57000732421875
2020-05-04,2842.739990234375,73.29000091552734,178.83999633789062,66.33999633789062,66.1449966430664,115.79949951171875,72.82250213623047,50.74599838256836,205.25999450683594,177.9499969482422,176.14999389648438
2020-05-05,2868.43994140625,74.38999938964844,180.75999450683594,67.55549621582031,67.45099639892578,115.88999938964844,73.43499755859375,51.2140007019043,207.07000732421875,176.02999877929688,178.44000244140625
2020-05-06,2848.419921875,75.15750122070312,182.5399932861328,67.36499786376953,67.27149963378906,117.56300354003906,74.44750213623047,52.172000885009766,208.47000122070312,172.3800048828125,178.77999877929688
2020-05-07,2881.18994140625,75.93499755859375,183.60000610351562,68.62799835205078,68.46399688720703,118.38050079345703,76.21749877929688,52.00266647338867,211.25999450683594,173.47999572753906,182.72000122070312
2020-05-08,2929.800048828125,77.53250122070312,184.67999267578125,69.41850280761719,69.21700286865234,118.98049926757812,78.125,54.62799835205078,212.35000610351562,176.8300018310547,185.08999633789062
2020-05-11,2930.18994140625,78.75250244140625,186.74000549316406,70.16300201416016,70.17949676513672,120.44999694824219,80.65499877929688,54.08599853515625,213.17999267578125,174.63999938964844,183.55999755859375
2020-05-12,2870.1201171875,77.85250091552734,182.50999450683594,68.78700256347656,68.75900268554688,117.84750366210938,78.0250015258789,53.96066665649414,210.10000610351562,172.80999755859375,179.47000122070312
2020-05-13,2820.0,76.9124984741211,179.75,67.46649932861328,67.41649627685547,118.39600372314453,77.80000305175781,52.73066711425781,205.10000610351562,170.57000732421875,177.08999633789062
2020-05-14,2852.5,77.38500213623047,180.52999877929688,67.80650329589844,67.84300231933594,119.44249725341797,80.30500030517578,53.55533218383789,206.80999755859375,170.92999267578125,180.89999389648438
2020-05-15,2863.699951171875,76.92749786376953,183.16000366210938,68.65950012207031,68.65299987792969,120.48899841308594,84.90750122070312,53.27799987792969,210.8800048828125,169.25,183.49000549316406
2020-05-18,2953.909912109375,78.73999786376953,184.91000366210938,69.1969985961914,69.25900268554688,121.31300354003906,87.50250244140625,54.242000579833984,213.19000244140625,175.4600067138672,191.3800048828125
2020-05-19,2922.93994140625,78.28500366210938,183.6300048828125,68.67424774169922,68.72000122070312,122.46649932861328,88.05500030517578,53.867332458496094,216.8800048828125,172.49000549316406,189.36000061035156
2020-05-20,2971.610107421875,79.80750274658203,185.66000366210938,70.33599853515625,70.45800018310547,124.89700317382812,89.69999694824219,54.37066650390625,229.97000122070312,176.02000427246094,193.86000061035156
2020-05-21,2948.510009765625,79.2125015258789,183.42999267578125,70.13999938964844,70.3375015258789,122.33699798583984,87.75250244140625,55.17333221435547,231.38999938964844,174.94000244140625,190.6199951171875
2020-05-22,2955.449951171875,79.72250366210938,183.50999450683594,70.52100372314453,70.66200256347656,121.84400177001953,90.26249694824219,54.45866775512695,234.91000366210938,174.92999267578125,190.86000061035156
2020-05-26,2991.77001953125,79.18250274658203,181.57000732421875,70.85099792480469,71.06849670410156,121.09300231933594,87.17749786376953,54.591331481933594,232.1999969482422,180.33999633789062,193.22000122070312
2020-05-27,3036.1298828125,79.52749633789062,181.80999755859375,70.89199829101562,71.01399993896484,120.51950073242188,85.25250244140625,54.68199920654297,229.13999938964844,185.77000427246094,192.82000732421875
2020-05-28,3029.72998046875,79.5625,181.39999389648438,70.83650207519531,70.91200256347656,120.05500030517578,84.87000274658203,53.72066879272461,225.4600067138672,185.10000610351562,194.25999450683594
2020-05-29,3044.31005859375,79.48500061035156,183.25,71.44599914550781,71.6760025024414,122.11849975585938,88.75499725341797,55.66666793823242,225.08999633789062,185.5800018310547,195.24000549316406
2020-06-01,3055.72998046875,80.4625015258789,182.8300018310547,71.59100341796875,71.74349975585938,123.552001953125,88.0625,59.87333297729492,231.91000366210938,183.83999633789062,194.35000610351562
2020-06-02,3080.820068359375,80.83499908447266,184.91000366210938,71.96099853515625,72.1155014038086,123.62049865722656,88.25250244140625,58.770668029785156,232.72000122070312,185.94000244140625,196.36000061035156
2020-06-03,3122.8701171875,81.27999877929688,185.36000061035156,71.81900024414062,71.9625015258789,123.91999816894531,87.69499969482422,58.86399841308594,230.16000366210938,190.82000732421875,196.8699951171875
2020-06-04,3112.35009765625,80.58000183105469,182.9199981689453,70.60900115966797,70.71499633789062,123.02999877929688,87.66500091552734,57.62533187866211,226.2899932861328,192.0500030517578,193.63999938964844
2020-06-05,3193.929931640625,82.875,187.1999969482422,71.91950225830078,72.0009994506836,124.1500015258789,89.19999694824219,59.04399871826172,230.77000427246094,200.66000366210938,199.61000061035156
2020-06-08,3232.389892578125,83.36499786376953,188.36000061035156,72.33049774169922,72.4020004272461,126.2030029296875,88.05000305175781,63.327999114990234,231.39999389648438,201.55999755859375,199.60000610351562
2020-06-09,3207.179931640625,85.99749755859375,189.8000030517578,72.80799865722656,72.60399627685547,130.04299926757812,90.45999908447266,62.711334228515625,238.6699981689453,196.07000732421875,199.0800018310547
2020-06-10,3190.139892578125,88.20999908447266,196.83999633789062,73.2925033569336,73.23500061035156,132.37249755859375,93.6675033569336,68.336669921875,236.72999572753906,191.50999450683594,200.47999572753906
2020-06-11,3002.10009765625,83.9749984741211,186.27000427246094,70.19200134277344,70.09500122070312,127.89800262451172,87.9625015258789,64.85600280761719,224.42999267578125,178.02000427246094,188.8800048828125
2020-06-12,3041.31005859375,84.69999694824219,187.74000549316406,70.65899658203125,70.64600372314453,127.2509994506836,89.32499694824219,62.35200119018555,228.5800018310547,181.2100067138672,192.25999450683594
2020-06-15,3066.590087890625,85.74749755859375,188.94000244140625,70.99250030517578,71.03700256347656,128.63400268554688,91.73750305175781,66.05999755859375,232.5,181.5500030517578,191.75999450683594
2020-06-16,3124.739990234375,88.0199966430664,193.57000732421875,72.13600158691406,72.32350158691406,130.7635040283203,90.68499755859375,65.47533416748047,235.64999389648438,182.3000030517578,192.8800048828125
2020-06-17,3113.489990234375,87.89749908447266,194.24000549316406,72.55599975585938,72.62699890136719,132.0489959716797,92.36000061035156,66.11933135986328,235.52999877929688,180.86000061035156,193.55999755859375
2020-06-18,3115.340087890625,87.93250274658203,196.32000732421875,71.7979965209961,71.70600128173828,132.69900512695312,92.18000030517578,66.9306640625,235.94000244140625,180.72999572753906,193.91000366210938
2020-06-19,3097.739990234375,87.43000030517578,195.14999389648438,71.58599853515625,71.23200225830078,133.75050354003906,92.61250305175781,66.72666931152344,238.7899932861328,179.72000122070312,192.1999969482422
2020-06-22,3117.860107421875,89.71749877929688,200.57000732421875,72.59300231933594,72.53299713134766,135.6909942626953,95.26750183105469,66.28800201416016,239.22000122070312,180.1699981689453,194.9600067138672
2020-06-23,3131.2900390625,91.63249969482422,201.91000366210938,73.22049713134766,73.1989974975586,138.2205047607422,94.5,66.78533172607422,242.24000549316406,181.00999450683594,197.97000122070312
2020-06-24,3050.330078125,90.01499938964844,197.83999633789062,71.59850311279297,71.63500213623047,136.72000122070312,92.3550033569336,64.0566635131836,234.02000427246094,177.52999877929688,191.41000366210938
2020-06-25,3083.760009765625,91.20999908447266,200.33999633789062,72.06649780273438,72.05500030517578,137.72900390625,94.9000015258789,65.73200225830078,235.67999267578125,178.85000610351562,193.97999572753906
2020-06-26,3009.050048828125,88.40750122070312,196.3300018310547,67.99500274658203,68.12699890136719,134.64349365234375,91.55000305175781,63.982666015625,216.0800018310547,175.3699951171875,189.27000427246094
2020-06-29,3053.239990234375,90.44499969482422,198.44000244140625,69.74849700927734,69.8584976196289,134.0189971923828,92.0,67.29000091552734,220.63999938964844,177.19000244140625,191.3800048828125
2020-06-30,3100.2900390625,91.19999694824219,203.50999450683594,70.68049621582031,70.90249633789062,137.9409942626953,94.97750091552734,71.98733520507812,227.07000732421875,178.50999450683594,193.1699981689453
2020-07-01,3115.860107421875,91.02749633789062,204.6999969482422,71.9020004272461,72.0999984741211,143.93499755859375,95.30000305175781,74.64199829101562,237.5500030517578,177.99000549316406,193.77999877929688
2020-07-02,3130.010009765625,91.02749633789062,206.25999450683594,73.23500061035156,73.49649810791016,144.51499938964844,96.12249755859375,80.57733154296875,233.4199981689453,178.8300018310547,195.6699981689453
2020-07-06,3179.719970703125,93.4625015258789,210.6999969482422,74.78500366210938,74.98249816894531,152.8520050048828,98.39250183105469,91.43866729736328,240.27999877929688,182.72000122070312,197.75999450683594
2020-07-07,3145.320068359375,93.17250061035156,208.25,74.25900268554688,74.49600219726562,150.00599670410156,98.71749877929688,92.65733337402344,240.86000061035156,181.14999389648438,194.1999969482422
2020-07-08,3169.93994140625,95.34249877929688,212.8300018310547,74.80000305175781,75.18000030517578,154.0554962158203,102.16000366210938,91.05867004394531,243.5800018310547,181.1999969482422,195.07000732421875
2020-07-09,3152.050048828125,95.75250244140625,214.32000732421875,75.54949951171875,75.93299865722656,159.13150024414062,105.08999633789062,92.9520034790039,244.5,178.8000030517578,192.2100067138672
2020-07-10,3185.0400390625,95.91999816894531,213.6699981689453,77.08699798583984,76.95050048828125,160.0,104.7925033569336,102.97666931152344,245.07000732421875,182.89999389648438,192.5500030517578
2020-07-13,3155.219970703125,95.47750091552734,207.07000732421875,75.56700134277344,75.61150360107422,155.1999969482422,100.52249908447266,99.80400085449219,239.0,184.1300048828125,189.02000427246094
2020-07-14,3197.52001953125,97.05750274658203,208.35000610351562,76.02899932861328,76.04299926757812,154.1999969482422,103.7699966430664,101.12000274658203,239.72999572753906,189.7100067138672,193.3300018310547
2020-07-15,3226.56005859375,97.7249984741211,208.0399932861328,75.68199920654297,75.84400177001953,150.44349670410156,102.27249908447266,103.06732940673828,240.27999877929688,190.55999755859375,196.5500030517578
2020-07-16,3215.570068359375,96.52249908447266,203.9199981689453,75.9000015258789,75.74600219726562,149.9949951171875,101.34750366210938,100.04266357421875,240.92999267578125,191.00999450683594,193.5
2020-07-17,3224.72998046875,96.32749938964844,202.8800048828125,75.77749633789062,75.84249877929688,148.09849548339844,102.01499938964844,100.05599975585938,242.02999877929688,190.75999450683594,195.08999633789062
2020-07-20,3251.840087890625,98.35749816894531,211.60000610351562,78.28600311279297,78.19200134277344,159.8419952392578,105.10749816894531,109.53333282470703,245.4199981689453,190.47999572753906,198.47000122070312
2020-07-21,3257.300048828125,97.0,208.75,77.9209976196289,77.7959976196289,156.9145050048828,103.28500366210938,104.55733489990234,241.75,192.27000427246094,196.47999572753906
2020-07-22,3276.02001953125,97.27249908447266,211.75,78.42449951171875,78.24250030517578,154.99549865722656,104.38749694824219,106.15533447265625,239.8699951171875,192.10000610351562,198.86000061035156
2020-07-23,3235.659912109375,92.84500122070312,202.5399932861328,75.78399658203125,75.8375015258789,149.32749938964844,101.29750061035156,100.87133026123047,232.60000610351562,193.25,197.42999267578125
2020-07-24,3215.6298828125,92.61499786376953,201.3000030517578,75.59349822998047,75.4104995727539,150.44549560546875,101.94499969482422,94.46666717529297,230.7100067138672,194.52000427246094,195.14999389648438
2020-07-27,3239.409912109375,94.80999755859375,203.85000610351562,76.51000213623047,76.47149658203125,152.760498046875,104.21499633789062,102.63999938964844,233.5,192.13999938964844,196.91000366210938
2020-07-28,3218.43994140625,93.25250244140625,202.02000427246094,75.01699829101562,75.18250274658203,150.01649475097656,102.15499877929688,98.43267059326172,230.1199951171875,194.1199951171875,196.74000549316406
2020-07-29,3258.43994140625,95.04000091552734,204.05999755859375,76.10099792480469,76.17549896240234,151.67649841308594,104.65499877929688,99.94066619873047,233.2899932861328,196.41000366210938,198.5800018310547
2020-07-30,3246.219970703125,96.19000244140625,203.89999389648438,76.57250213623047,76.91850280761719,152.593994140625,106.13999938964844,99.16600036621094,234.5,194.3000030517578,194.05999755859375
2020-07-31,3271.1201171875,106.26000213623047,205.00999450683594,74.14800262451172,74.39749908447266,158.23399353027344,106.14749908447266,95.38400268554688,253.6699981689453,195.77999877929688,190.39999389648438
